ID;Distributor Name;Location;Car Name;Manufacturer Name;Car Type;Color;Gearbox;Number of Seats;Number of Doors;Energy;Manufactured Year;Price-$;Mileage-KM;Engine Power-HP;Purchased Date;Car Sale Status;Sold Date;Purchased Price-$;Sold Price-$;Margin-%;Sales Agent Name;Sales Rating;Sales Commission-$;Feedback
GT8D95;Carmix;Oklahoma;Swift;Maruti;Sedan;Blue;Automatic;5;4;Petrol;2024;6500;78518;115;20/09/2020;Un Sold;01/01/1970;5340;0;0;Aditya;3;0;Good
L8OMSD;Carmix;Florida;Fortuner;Toyota;SUV;Red;Automatic;8;5;Hybrid;2018;9100;78531;200;07/04/2019;Un Sold;01/01/1970;8407;0;0;Rithvik;1;0;Poor
SEKQZH;Automart;Texas;Kags;Renault;SUV;White;Automatic;7;5;Diesel;2022;7800;78543;175;21/12/2015;Un Sold;01/01/1970;6462;0;0;Shilpa;1;0;Excellent
5R5ZIW;Zupps;Florida;Thar;Mahindra;SUV;Blue;Manual;5;3;Petrol;2017;8200;78550;130;25/12/2017;Sold;28/07/2024;7462;8943;20;Swapna;3;296;Excellent
DLOEHM;Zupps;Texas;Dzire;Maruti;Sedan;White;Manual;5;5;Diesel;2016;7400;78596;100;21/10/2018;Un Sold;01/01/1970;5757;0;0;Sweta;5;0;Excellent
NAKLQK;Skipper;Chicago;Scorpio;Mahindra;SUV;Red;Automatic;5;5;Hybrid;2020;8900;78607;120;05/08/2024;Un Sold;01/01/1970;7410;0;0;Supriya;1;0;Excellent
MO0GA9;Skipper;Detroit;Thar;Mahindra;SUV;Red;Automatic;5;3;Petrol;2023;7600;78621;130;12/12/2016;Un Sold;01/01/1970;5915;0;0;Shruthi;4;0;Average
EN83O1;Motor;Philadelphia;i20;Hyundai;Hatchback;Gray;Automatic;4;5;Petrol;2015;6900;78625;120;01/06/2020;Un Sold;01/01/1970;6190;0;0;Narayan;2;0;Excellent
UNX367;Carmix;Tennessee;Creta;Hyundai;Hatchback;Black;Automatic;5;5;Diesel;2016;6900;78630;113;06/10/2019;Un Sold;01/01/1970;6089;0;0;Karan;4;0;Excellent
Y6FD0L;Sobri;North Carolina;Hilux;Toyota;Truck;Blue;Manual;4;2;Diesel;2024;7100;78655;200;19/07/2018;Un Sold;01/01/1970;5409;0;0;Sweta;1;0;Excellent
FRUNJT;APE;Portland;Hilux;Toyota;Truck;Red;Manual;4;2;Hybrid;2016;8800;78667;200;21/08/2023;Un Sold;01/01/1970;7838;0;0;Vishwajeet;4;0;Poor
6XMX8O;Olx;New York;Thar;Mahindra;SUV;Black;Automatic;5;3;Diesel;2019;8100;78679;130;07/08/2020;Un Sold;01/01/1970;6465;0;0;Vishwajeet;3;0;Average
3JXKOO;Motor;Utah;Swift;Maruti;Sedan;Red;Automatic;5;4;Electric;2021;8300;78684;115;10/08/2015;Un Sold;01/01/1970;6709;0;0;Rithvik;1;0;Excellent
5T9UB8;Trust;Texas;Seltos;Kia;Hatchback;Red;Manual;5;5;Electric;2019;8000;78692;150;20/02/2023;Un Sold;01/01/1970;7308;0;0;Piyush;2;0;Average
HYO3FE;Carmudi;Columbus;i20;Hyundai;Hatchback;Blue;Manual;4;5;Petrol;2019;6500;78729;120;27/03/2022;Sold;10/06/2023;5875;6202;6;Supriya;2;65;Good
YL9BCF;APE;Texas;Swift;Maruti;Sedan;Red;Automatic;5;4;Electric;2024;8000;78748;115;02/12/2017;Un Sold;01/01/1970;6941;0;0;Sai;5;0;Average
BN5WE7;Trust;Texas;Hilux;Toyota;Truck;Red;Manual;4;2;Petrol;2024;7000;78765;200;01/04/2022;Un Sold;01/01/1970;5106;0;0;Rithvik;1;0;Good
8TDQIZ;Carmudi;San Jose;Etriga;Maruti;Hatchback;Red;Automatic;4;5;Electric;2022;7700;78794;103;30/09/2020;Un Sold;01/01/1970;5930;0;0;Preeti;3;0;Excellent
V63JW1;Trust;Portland;Scorpio;Mahindra;SUV;White;Manual;5;5;Petrol;2018;8100;78821;120;12/04/2021;Un Sold;01/01/1970;6324;0;0;Karan;3;0;Good
DPYZJ3;Kamkar;Oklahoma;i20;Hyundai;Hatchback;Black;Automatic;4;5;Petrol;2018;6600;78832;120;19/02/2016;Sold;23/05/2016;5969;6190;4;Krishna;5;44;Good
8AX51W;Carsome;Madison;Kags;Renault;SUV;Black;Automatic;7;5;Petrol;2018;8100;78836;175;19/04/2023;Un Sold;01/01/1970;7296;0;0;Anushka;3;0;Average
XTC1E5;Carmudi;Detroit;Kags;Renault;SUV;Red;Automatic;7;5;Diesel;2015;8500;78902;175;07/06/2023;Un Sold;01/01/1970;7240;0;0;Shilpa;2;0;Excellent
DF6J9E;Oto;Tennessee;Hilux;Toyota;Truck;Red;Manual;4;2;Electric;2019;9000;78922;200;08/10/2023;Un Sold;01/01/1970;8148;0;0;Rithvik;5;0;Good
MJKW5J;Carsome;New York;Seltos;Kia;Hatchback;Blue;Automatic;5;5;Petrol;2021;6300;78944;150;31/08/2018;Un Sold;01/01/1970;4991;0;0;Vishwajeet;2;0;Excellent
AOGKTX;Carousell;Philadelphia;Plato;Prazo;Convertible;Blue;Automatic;2;2;Petrol;2023;8600;78951;250;03/01/2017;Un Sold;01/01/1970;7274;0;0;Swapna;4;0;Excellent
8UGN3I;Carsome;Chicago;Plato;Prazo;Convertible;Black;Automatic;2;2;Petrol;2019;9000;78953;250;13/02/2024;Un Sold;01/01/1970;7013;0;0;Pranav;3;0;Good
H5J36R;Trust;Columbus;Thar;Mahindra;SUV;Black;Automatic;5;3;Petrol;2019;8000;78990;130;08/02/2016;Un Sold;01/01/1970;7313;0;0;Karan;3;0;Good
PF5L76;Carmix;Tennessee;Fortuner;Toyota;SUV;White;Automatic;8;5;Electric;2023;9100;78996;200;24/11/2022;Un Sold;01/01/1970;7361;0;0;Narayan;1;0;Excellent
SYKOJW;Sobri;Tennessee;Hilux;Toyota;Truck;Red;Automatic;4;2;Electric;2019;9000;79014;200;12/05/2021;Un Sold;01/01/1970;7626;0;0;Pranav;2;0;Excellent
HG1P6U;Sobri;Detroit;Kags;Renault;SUV;Black;Automatic;7;5;Electric;2024;9000;79035;175;27/11/2015;Un Sold;01/01/1970;7073;0;0;Vishwajeet;1;0;Good
QUPJB5;Carro;Florida;Fortuner;Toyota;SUV;White;Automatic;8;5;Hybrid;2023;8600;79057;200;22/09/2016;Un Sold;01/01/1970;6853;0;0;Narayan;4;0;Good
PYFLC3;Motor;Tucson;Yodha;Tata;Truck;Black;Automatic;3;2;Diesel;2019;7600;79070;100;19/04/2017;Un Sold;01/01/1970;6686;0;0;Piyush;1;0;Excellent
38O8YF;Carousell;Detroit;Plato;Prazo;Convertible;Blue;Automatic;2;2;Diesel;2021;8900;79070;250;13/04/2015;Un Sold;01/01/1970;7051;0;0;Vihaan;3;0;Good
DSP3SF;Trust;North Carolina;Yodha;Tata;Truck;Blue;Automatic;3;2;Petrol;2022;7200;79086;100;23/03/2024;Un Sold;01/01/1970;5285;0;0;Krishna;3;0;Good
01ZROH;Olx;Florida;Kags;Renault;SUV;Red;Manual;7;5;Hybrid;2015;9400;79095;175;16/06/2021;Un Sold;01/01/1970;7647;0;0;Narayan;5;0;Excellent
AONB7K;Sobri;Florida;Fortuner;Toyota;SUV;Blue;Automatic;8;5;Hybrid;2020;8900;79107;200;05/06/2022;Un Sold;01/01/1970;7061;0;0;Karan;2;0;Excellent
TVITBP;Carousell;North Carolina;Dzire;Maruti;Sedan;Blue;Manual;5;5;Petrol;2022;6700;79147;100;19/04/2017;Sold;23/05/2024;4933;3727;-24;Krishna;4;0;Average
C2W7LJ;Carmudi;Tennessee;Dzire;Maruti;Sedan;Blue;Automatic;5;5;Petrol;2016;7300;79155;100;31/03/2023;Un Sold;01/01/1970;6120;0;0;Shruthi;1;0;Excellent
89L3ZE;APE;Detroit;i20;Hyundai;Hatchback;Red;Manual;4;5;Petrol;2023;6100;79168;120;04/11/2017;Un Sold;01/01/1970;4616;0;0;Arjuna;1;0;Good
2HSC53;Kamkar;Columbus;Hilux;Toyota;Truck;White;Automatic;4;2;Electric;2024;8500;79200;200;15/02/2024;Un Sold;01/01/1970;6690;0;0;Hariom;5;0;Excellent
E014L9;Carsome;Philadelphia;Fortuner;Toyota;SUV;Blue;Manual;8;5;Petrol;2022;7700;79206;200;13/07/2023;Un Sold;01/01/1970;6281;0;0;Dhruv;5;0;Excellent
IBVBMD;Olx;Portland;i20;Hyundai;Hatchback;Blue;Automatic;4;5;Hybrid;2021;7300;79221;120;30/01/2019;Un Sold;01/01/1970;5983;0;0;Bhavani;3;0;Excellent
GXC983;Trust;San Jose;Seltos;Kia;Hatchback;Blue;Automatic;5;5;Electric;2016;8300;79224;150;06/07/2016;Un Sold;01/01/1970;7768;0;0;Shailaja;2;0;Excellent
QGTH29;Carousell;Denver;Yodha;Tata;Truck;Black;Automatic;3;2;Hybrid;2016;8800;79230;100;13/08/2022;Un Sold;01/01/1970;8064;0;0;Ram;2;0;Average
X04FIR;Carro;Tennessee;Thar;Mahindra;SUV;Blue;Automatic;5;3;Diesel;2016;8400;79240;130;09/03/2022;Un Sold;01/01/1970;7719;0;0;Pavan;4;0;Excellent
VDEGL0;Carsome;Madison;Hilux;Toyota;Truck;Gray;Manual;4;2;Electric;2015;9400;79254;200;15/08/2020;Un Sold;01/01/1970;7714;0;0;Swapna;5;0;Excellent
6U4526;Trust;Florida;Plato;Prazo;Convertible;Blue;Automatic;2;2;Electric;2016;10800;79318;250;18/03/2019;Un Sold;01/01/1970;8889;0;0;Supriya;1;0;Poor
UJPG1B;Motor;Chicago;Fortuner;Toyota;SUV;Gray;Automatic;8;5;Diesel;2022;7800;79363;200;21/07/2020;Un Sold;01/01/1970;6418;0;0;Hariom;1;0;Good
R3F8M5;Skipper;Tennessee;Dzire;Maruti;Sedan;White;Automatic;5;5;Petrol;2016;7300;79376;100;25/07/2024;Un Sold;01/01/1970;6799;0;0;Sai;1;0;Good
KC0B81;Zupps;Madison;Thar;Mahindra;SUV;Black;Manual;5;3;Petrol;2020;7900;79409;130;09/08/2015;Un Sold;01/01/1970;6529;0;0;Piyush;1;0;Good
YKHJ0C;Sobri;Tennessee;Seltos;Kia;Hatchback;Gray;Manual;5;5;Diesel;2024;6100;79427;150;01/04/2018;Un Sold;01/01/1970;4740;0;0;Krishna;2;0;Excellent
385CQB;Marchi;New York;Swift;Maruti;Sedan;White;Automatic;5;4;Hybrid;2019;8000;79483;115;24/10/2015;Un Sold;01/01/1970;6490;0;0;Aditya;5;0;Excellent
A1Z2AU;Carmudi;New York;i20;Hyundai;Hatchback;Black;Automatic;4;5;Electric;2019;8000;79484;120;08/05/2017;Un Sold;01/01/1970;6342;0;0;Vihaan;3;0;Excellent
99RY8F;Nufor;Columbus;Scorpio;Mahindra;SUV;Blue;Automatic;5;5;Diesel;2018;8200;79504;120;01/04/2022;Un Sold;01/01/1970;6754;0;0;Aditya;3;0;Poor
TBTIHS;Olx;Texas;Hilux;Toyota;Truck;Black;Manual;4;2;Petrol;2023;7100;79518;200;28/10/2024;Un Sold;01/01/1970;5977;0;0;Sai;3;0;Average
0ZN28U;Kamkar;Denver;Thar;Mahindra;SUV;Gray;Automatic;5;3;Diesel;2017;8300;79550;130;01/11/2023;Sold;01/05/2023;6832;6777;-1;Bhavani;3;0;Good
RV0R85;Ahg;Florida;Etriga;Maruti;Hatchback;Red;Manual;4;5;Electric;2016;8300;79580;103;14/10/2017;Un Sold;01/01/1970;7383;0;0;Shruthi;5;0;Good
97C3G0;Zupps;Chicago;Fortuner;Toyota;SUV;Black;Automatic;8;5;Diesel;2023;7700;79584;200;03/06/2018;Un Sold;01/01/1970;6723;0;0;Preeti;1;0;Excellent
O333Q3;Sobri;Philadelphia;Dzire;Maruti;Sedan;White;Automatic;5;5;Diesel;2022;6800;79612;100;07/10/2019;Un Sold;01/01/1970;5925;0;0;Krishna;3;0;Good
XPIR0O;Knox;Madison;Hilux;Toyota;Truck;White;Manual;4;2;Electric;2024;8500;79670;200;25/05/2023;Sold;07/09/2024;7886;7207;-9;Preeti;2;0;Good
0TZ0FC;Automart;Utah;Creta;Hyundai;Hatchback;Black;Automatic;5;5;Petrol;2018;6600;79683;113;05/09/2016;Un Sold;01/01/1970;5886;0;0;Vishwajeet;2;0;Average
ARXUSF;Kamkar;Utah;Swift;Maruti;Sedan;Blue;Automatic;5;4;Diesel;2023;6700;79695;115;01/09/2015;Un Sold;01/01/1970;5154;0;0;Karan;3;0;Average
4E4UPU;Knox;Madison;Dzire;Maruti;Sedan;Black;Automatic;5;5;Hybrid;2017;8200;79720;100;22/05/2022;Un Sold;01/01/1970;6349;0;0;Supriya;1;0;Average
24WE03;Motor;Chicago;Creta;Hyundai;Hatchback;Red;Automatic;5;5;Petrol;2017;6700;79741;113;20/04/2018;Un Sold;01/01/1970;4875;0;0;Dhruv;5;0;Excellent
6WECD5;Ahg;Columbus;Etriga;Maruti;Hatchback;White;Automatic;4;5;Hybrid;2017;7700;79790;103;06/06/2023;Un Sold;01/01/1970;6410;0;0;Ram;1;0;Excellent
IW31PT;Skipper;Madison;Scorpio;Mahindra;SUV;Red;Automatic;5;5;Hybrid;2020;8900;79810;120;19/01/2018;Un Sold;01/01/1970;7716;0;0;Shiva;4;0;Good
R9BNYG;Carmudi;Denver;Fortuner;Toyota;SUV;Red;Manual;8;5;Petrol;2016;8300;79843;200;18/01/2020;Un Sold;01/01/1970;6521;0;0;Aditya;5;0;Good
VALDRS;Carousell;Chicago;Hilux;Toyota;Truck;White;Automatic;4;2;Electric;2023;8600;79867;200;21/12/2021;Un Sold;01/01/1970;6724;0;0;Narayan;3;0;Average
XD6JHT;Trivett;Oklahoma;Seltos;Kia;Hatchback;White;Automatic;5;5;Electric;2022;7700;79869;150;19/02/2017;Un Sold;01/01/1970;6524;0;0;Pranav;5;0;Average
FK4030;Trivett;Philadelphia;Seltos;Kia;Hatchback;Red;Automatic;5;5;Electric;2021;7800;79869;150;22/07/2019;Sold;12/02/2023;6557;6178;-6;Shruthi;2;0;Poor
ZSHZ2F;Motor;Tennessee;i20;Hyundai;Hatchback;Red;Manual;4;5;Electric;2023;7600;79879;120;23/04/2015;Un Sold;01/01/1970;7046;0;0;Arjuna;1;0;Excellent
UD6WU8;Automart;North Carolina;Kags;Renault;SUV;Red;Manual;7;5;Hybrid;2017;9200;79892;175;08/04/2023;Un Sold;01/01/1970;7834;0;0;Vihaan;1;0;Excellent
02KFUX;Carmudi;Oklahoma;Fortuner;Toyota;SUV;Black;Manual;8;5;Diesel;2021;7900;79902;200;22/04/2023;Sold;02/06/2023;6526;6141;-6;Karan;1;0;Excellent
W1144T;Marchi;Philadelphia;Scorpio;Mahindra;SUV;Gray;Automatic;5;5;Electric;2023;9100;79920;120;26/01/2019;Un Sold;01/01/1970;7724;0;0;Ram;4;0;Average
KVYQS7;Carro;Philadelphia;Seltos;Kia;Hatchback;Red;Manual;5;5;Petrol;2017;6700;79952;150;09/11/2023;Un Sold;01/01/1970;5210;0;0;Arjuna;5;0;Poor
EZITZE;Carmudi;Portland;Fortuner;Toyota;SUV;Black;Automatic;8;5;Electric;2015;9900;79973;200;16/06/2021;Sold;06/11/2024;9200;9380;2;Narayan;3;36;Good
XMDHL2;Ahg;Columbus;Dzire;Maruti;Sedan;Gray;Automatic;5;5;Diesel;2018;7200;79995;100;02/10/2018;Sold;03/02/2023;5550;6529;18;Swapna;1;196;Excellent
V9CY7P;Marchi;Tennessee;Yodha;Tata;Truck;Blue;Automatic;3;2;Electric;2021;8800;80008;100;12/06/2015;Un Sold;01/01/1970;7432;0;0;Aarush;1;0;Average
3AJX5R;Zupps;North Carolina;i20;Hyundai;Hatchback;Red;Automatic;4;5;Hybrid;2015;7900;80027;120;07/07/2022;Un Sold;01/01/1970;7310;0;0;Arjuna;5;0;Average
93CH4B;Marchi;Detroit;Fortuner;Toyota;SUV;White;Manual;8;5;Diesel;2024;7600;80043;200;31/05/2023;Sold;19/12/2024;6804;6189;-9;Piyush;1;0;Excellent
KWNHOA;Marchi;Texas;Fortuner;Toyota;SUV;Red;Manual;8;5;Electric;2018;9600;80062;200;25/06/2022;Sold;08/11/2024;7880;6844;-13;Karan;2;0;Average
O6I2OO;Skipper;Oklahoma;Yodha;Tata;Truck;White;Manual;3;2;Petrol;2019;7500;80069;100;21/11/2023;Un Sold;01/01/1970;5932;0;0;Preeti;5;0;Good
VOD393;Ahg;New York;Hilux;Toyota;Truck;Red;Automatic;4;2;Hybrid;2015;8900;80078;200;16/04/2023;Un Sold;01/01/1970;7488;0;0;Sweta;3;0;Excellent
TM2WR0;Nufor;Tennessee;Plato;Prazo;Convertible;Gray;Automatic;2;2;Diesel;2020;9000;80107;250;11/03/2024;Un Sold;01/01/1970;7111;0;0;Swapna;5;0;Good
PCFM9Q;Marchi;New York;Plato;Prazo;Convertible;Blue;Automatic;2;2;Electric;2017;10700;80107;250;26/05/2016;Un Sold;01/01/1970;9127;0;0;Shiva;1;0;Excellent
9DDTPC;Oto;Utah;Etriga;Maruti;Hatchback;Red;Manual;4;5;Petrol;2015;6900;80125;103;21/05/2017;Un Sold;01/01/1970;5393;0;0;Pavan;2;0;Average
DLBG61;Knox;San Jose;Plato;Prazo;Convertible;Blue;Manual;2;2;Diesel;2016;9400;80126;250;23/01/2015;Un Sold;01/01/1970;8802;0;0;Swathi;1;0;Excellent
F9L6UQ;Kamkar;Philadelphia;i20;Hyundai;Hatchback;Gray;Manual;4;5;Petrol;2022;6200;80139;120;15/05/2017;Un Sold;01/01/1970;4780;0;0;Vishwajeet;1;0;Average
3LE5IE;Marchi;Detroit;Plato;Prazo;Convertible;Red;Manual;2;2;Electric;2020;10400;80141;250;28/05/2022;Sold;14/12/2024;8671;8575;-1;Vishwajeet;1;0;Excellent
A9L1OX;APE;North Carolina;Hilux;Toyota;Truck;Red;Manual;4;2;Diesel;2022;7300;80158;200;18/11/2023;Sold;30/10/2024;6588;7586;15;Pranav;5;200;Good
QY0MIE;Carro;California;Plato;Prazo;Convertible;White;Manual;2;2;Electric;2023;10100;80172;250;03/01/2021;Un Sold;01/01/1970;8582;0;0;Preeti;4;0;Excellent
1NUTMM;Oto;Tucson;Etriga;Maruti;Hatchback;Black;Manual;4;5;Diesel;2017;6800;80199;103;03/03/2022;Sold;06/12/2022;5970;5357;-10;Swathi;4;0;Good
ECQXXF;Knox;Portland;i20;Hyundai;Hatchback;Black;Manual;4;5;Petrol;2015;6900;80203;120;17/09/2022;Un Sold;01/01/1970;4991;0;0;Swathi;1;0;Excellent
VYGHVQ;Carro;Tucson;Hilux;Toyota;Truck;Black;Manual;4;2;Petrol;2023;7100;80229;200;25/09/2019;Un Sold;01/01/1970;5135;0;0;Anushka;3;0;Good
ACYC2R;Kamkar;Oklahoma;i20;Hyundai;Hatchback;Black;Manual;4;5;Diesel;2017;6800;80247;120;19/12/2015;Un Sold;01/01/1970;6293;0;0;Karan;2;0;Good
1XPLQL;Ahg;Philadelphia;Hilux;Toyota;Truck;Gray;Automatic;4;2;Electric;2024;8500;80290;200;02/06/2020;Un Sold;01/01/1970;7862;0;0;Shilpa;3;0;Good
MF48JZ;Oto;Portland;i20;Hyundai;Hatchback;White;Manual;4;5;Electric;2019;8000;80312;120;20/06/2022;Sold;14/02/2024;6574;5423;-18;Anushka;5;0;Excellent
SN9I6E;Nufor;Portland;Etriga;Maruti;Hatchback;Gray;Automatic;4;5;Diesel;2016;6900;80313;103;22/12/2016;Sold;26/03/2017;6283;6222;-1;Supriya;4;0;Excellent
AS0A95;Knox;Denver;Fortuner;Toyota;SUV;Red;Manual;8;5;Petrol;2018;8100;80343;200;10/04/2022;Un Sold;01/01/1970;7448;0;0;Shruthi;5;0;Good
R7LT7Z;Motor;Columbus;Thar;Mahindra;SUV;Red;Automatic;5;3;Electric;2021;9300;80345;130;30/06/2022;Un Sold;01/01/1970;7836;0;0;Supriya;3;0;Good
O084VB;Carmix;Tucson;Plato;Prazo;Convertible;Black;Automatic;2;2;Electric;2017;10700;80349;250;21/06/2018;Un Sold;01/01/1970;9328;0;0;Vihaan;5;0;Average
ECYQBQ;Ahg;Oklahoma;i20;Hyundai;Hatchback;Red;Automatic;4;5;Hybrid;2019;7500;80368;120;01/06/2016;Un Sold;01/01/1970;6195;0;0;Aarush;1;0;Excellent
BX2MDT;Trivett;Philadelphia;Thar;Mahindra;SUV;Black;Manual;5;3;Petrol;2024;7500;80379;130;23/11/2022;Un Sold;01/01/1970;5574;0;0;Swapna;2;0;Poor
ZXVSE4;Zupps;Oklahoma;Dzire;Maruti;Sedan;Blue;Manual;5;5;Diesel;2017;7300;80397;100;25/09/2023;Un Sold;01/01/1970;6283;0;0;Karan;2;0;Average
XYRQL6;Carousell;Madison;Hilux;Toyota;Truck;Black;Manual;4;2;Hybrid;2020;8400;80405;200;23/12/2015;Un Sold;01/01/1970;7304;0;0;Preeti;1;0;Poor
9UUYLS;Oto;California;Kags;Renault;SUV;Blue;Manual;7;5;Electric;2020;9400;80406;175;26/02/2023;Un Sold;01/01/1970;7771;0;0;Shiva;1;0;Excellent
B6M54X;Kamkar;Chicago;Hilux;Toyota;Truck;Blue;Manual;4;2;Hybrid;2024;8000;80432;200;23/04/2023;Un Sold;01/01/1970;6026;0;0;Hariom;3;0;Excellent
1ZNJUL;Nufor;Chicago;Etriga;Maruti;Hatchback;Red;Automatic;4;5;Hybrid;2021;7300;80457;103;27/06/2022;Un Sold;01/01/1970;6212;0;0;Narayan;1;0;Excellent
ZO8BC4;Motor;Philadelphia;Seltos;Kia;Hatchback;Black;Automatic;5;5;Hybrid;2017;7700;80463;150;26/10/2021;Un Sold;01/01/1970;6600;0;0;Supriya;3;0;Excellent
W4KYBO;Carmudi;North Carolina;Kags;Renault;SUV;Red;Automatic;7;5;Hybrid;2019;9000;80480;175;20/02/2022;Sold;07/07/2023;7149;7368;3;Arjuna;2;44;Poor
7Z5PXO;Marchi;Chicago;Yodha;Tata;Truck;Blue;Manual;3;2;Diesel;2021;7400;80488;100;06/11/2019;Un Sold;01/01/1970;5815;0;0;Vishwajeet;4;0;Average
55J3EV;Kamkar;Madison;Plato;Prazo;Convertible;White;Manual;2;2;Hybrid;2018;10100;80517;250;03/05/2022;Un Sold;01/01/1970;9535;0;0;Preeti;5;0;Excellent
Q2JEBZ;Carmudi;New York;Plato;Prazo;Convertible;Black;Manual;2;2;Hybrid;2018;10100;80532;250;25/06/2015;Sold;15/01/2022;8166;7618;-7;Aarush;2;0;Good
44LNQ1;Automart;Philadelphia;Plato;Prazo;Convertible;Gray;Manual;2;2;Electric;2015;10900;80538;250;28/07/2016;Un Sold;01/01/1970;10127;0;0;Bhavani;4;0;Poor
O3DJBJ;Zupps;San Jose;Thar;Mahindra;SUV;White;Manual;5;3;Petrol;2023;7600;80552;130;06/06/2023;Un Sold;01/01/1970;7072;0;0;Shilpa;4;0;Average
F9ACC7;Olx;Tucson;Etriga;Maruti;Hatchback;Black;Automatic;4;5;Diesel;2016;6900;80568;103;16/11/2020;Sold;10/03/2024;5492;7023;28;Aditya;3;306;Average
SWPIL8;Ahg;Denver;Scorpio;Mahindra;SUV;Black;Automatic;5;5;Hybrid;2015;9400;80571;120;28/08/2020;Un Sold;01/01/1970;8514;0;0;Aditya;2;0;Average
J1XY4X;Trivett;Texas;Scorpio;Mahindra;SUV;Black;Manual;5;5;Diesel;2015;8500;80574;120;16/08/2016;Un Sold;01/01/1970;6731;0;0;Aditya;3;0;Excellent
JI36AS;Carmix;California;Swift;Maruti;Sedan;Red;Manual;5;4;Diesel;2020;7000;80596;115;02/11/2020;Sold;05/04/2020;5894;6520;11;Narayan;2;125;Excellent
C2Y7P1;Carmix;Columbus;Thar;Mahindra;SUV;Red;Automatic;5;3;Electric;2019;9500;80605;130;15/09/2015;Un Sold;01/01/1970;8971;0;0;Shailaja;4;0;Good
CJLMUP;Automart;Oklahoma;Swift;Maruti;Sedan;Blue;Automatic;5;4;Diesel;2015;7500;80640;115;27/02/2023;Un Sold;01/01/1970;5895;0;0;Sai;3;0;Poor
PY36ZC;Nufor;Denver;i20;Hyundai;Hatchback;Black;Manual;4;5;Electric;2020;7900;80641;120;03/01/2021;Un Sold;01/01/1970;7159;0;0;Sweta;3;0;Excellent
AOB81W;Skipper;California;Plato;Prazo;Convertible;White;Automatic;2;2;Diesel;2021;8900;80658;250;05/02/2019;Un Sold;01/01/1970;7199;0;0;Anushka;4;0;Excellent
D58TNG;Carmudi;Denver;Seltos;Kia;Hatchback;Blue;Manual;5;5;Hybrid;2015;7900;80662;150;04/11/2017;Un Sold;01/01/1970;7202;0;0;Narayan;2;0;Good
XL2X23;Kamkar;Tucson;Dzire;Maruti;Sedan;Red;Automatic;5;5;Petrol;2015;7400;80683;100;19/08/2017;Sold;26/06/2018;6187;5349;-14;Sweta;4;0;Excellent
5E2Z2D;Carmudi;Tucson;i20;Hyundai;Hatchback;White;Manual;4;5;Electric;2022;7700;80688;120;19/05/2021;Un Sold;01/01/1970;6324;0;0;Pavan;3;0;Excellent
Q2DL00;Knox;Chicago;Seltos;Kia;Hatchback;Blue;Automatic;5;5;Petrol;2017;6700;80695;150;08/07/2023;Sold;29/09/2024;5646;6102;8;Sweta;2;91;Excellent
WHDHJ2;Cars24;Chicago;Etriga;Maruti;Hatchback;White;Manual;4;5;Electric;2021;7800;80716;103;20/03/2024;Un Sold;01/01/1970;7125;0;0;Aditya;2;0;Good
TIRHU9;APE;San Jose;Plato;Prazo;Convertible;White;Automatic;2;2;Petrol;2024;8500;80732;250;29/04/2018;Un Sold;01/01/1970;6652;0;0;Bhavani;2;0;Good
JANUBT;Sobri;Oklahoma;Yodha;Tata;Truck;Black;Manual;3;2;Diesel;2024;7100;80800;100;22/10/2021;Sold;24/01/2022;6360;7780;22;Piyush;2;284;Average
OI9J9C;Ahg;Tucson;Etriga;Maruti;Hatchback;Black;Automatic;4;5;Electric;2022;7700;80808;103;25/01/2023;Un Sold;01/01/1970;7035;0;0;Ram;4;0;Excellent
O0DS00;Zupps;Philadelphia;Swift;Maruti;Sedan;White;Automatic;5;4;Electric;2021;8300;80823;115;22/09/2017;Un Sold;01/01/1970;6910;0;0;Rithvik;3;0;Average
JEM058;Nufor;North Carolina;Fortuner;Toyota;SUV;Red;Automatic;8;5;Hybrid;2019;9000;80823;200;04/04/2019;Un Sold;01/01/1970;8154;0;0;Preeti;4;0;Good
167NZ6;Nufor;Chicago;Hilux;Toyota;Truck;Gray;Manual;4;2;Petrol;2021;7300;80847;200;05/04/2019;Un Sold;01/01/1970;6795;0;0;Pranav;4;0;Excellent
0W698Z;Carro;Chicago;Creta;Hyundai;Hatchback;Gray;Automatic;5;5;Petrol;2023;6100;80848;113;02/06/2022;Un Sold;01/01/1970;4655;0;0;Sweta;2;0;Excellent
93YXNA;Knox;Chicago;Kags;Renault;SUV;Black;Manual;7;5;Electric;2023;9100;80849;175;26/09/2020;Sold;16/08/2023;8410;7526;-11;Sweta;1;0;Good
2PAJYV;Marchi;Texas;Swift;Maruti;Sedan;Blue;Automatic;5;4;Hybrid;2024;7500;80859;115;10/01/2024;Un Sold;01/01/1970;6643;0;0;Supriya;1;0;Excellent
BL1O8N;Sobri;Tennessee;Swift;Maruti;Sedan;Black;Automatic;5;4;Hybrid;2024;7500;80884;115;09/06/2019;Un Sold;01/01/1970;6612;0;0;Piyush;3;0;Average
8NY8R0;Olx;San Jose;Dzire;Maruti;Sedan;White;Manual;5;5;Electric;2022;8200;80917;100;01/12/2016;Un Sold;01/01/1970;7602;0;0;Shruthi;4;0;Good
TBH47Y;Ahg;New York;Fortuner;Toyota;SUV;Red;Manual;8;5;Hybrid;2015;9400;80928;200;03/07/2024;Un Sold;01/01/1970;8071;0;0;Rithvik;3;0;Excellent
